Projects,BHK,Society,Carpet_Area,Furnishing,Bathroom,Price,Rates
,3,The Ark Voyage To The Stars,3172 sqft,Unfurnished,5,₹2.91 Cr ,₹14128 per sqft 
,2,Omega Heritage,,Semi-Furnished,2,₹72 Lac ,₹6457 per sqft 
,1,Gawade Estate,515 sqft,Semi-Furnished,1,₹54 Lac ,
,2,Kul Ecoloch,,Unfurnished,2,₹42.3 Lac ,₹5294 per sqft 
,2,Kul Utsav,,Unfurnished,2,₹35 Lac ,₹7400 per sqft 
,2,,790 sqft,Furnished,2,₹60.5 Lac ,₹6842 per sqft 
,2,Sarita Residency,,Semi-Furnished,1,₹40.9 Lac ,₹4632 per sqft 
,1,,410 sqft,Semi-Furnished,1,₹20.7 Lac ,₹4037 per sqft 
,2,Sukhwani Residency,1000 sqft,Semi-Furnished,1,₹65.1 Lac ,
,1,Shroff Srushti,450 sqft,Unfurnished,1,₹40 Lac ,₹7273 per sqft 
,2,Lohia Odela,945 sqft,Furnished,3,₹1.65 Cr ,
,2,Majestique Towers,808 sqft,Unfurnished,2,₹1.05 Cr ,₹9292 per sqft 
,2,GK Rose Aster,,Semi-Furnished,2,₹48.4 Lac ,₹7172 per sqft 
,2,Paramount Eros,577 sqft,Unfurnished,2,₹55.2 Lac ,₹7792 per sqft 
,2,,703 sqft,Furnished,2,₹57.3 Lac ,₹6421 per sqft 
,1,Nirvana Lifecity,,Furnished,1,₹41 Lac ,₹7455 per sqft 
,2,Mayuri Optimum,707 sqft,Unfurnished,2,₹40.5 Lac ,
,2,Kalaapi Cira,680 sqft,Semi-Furnished,2,₹49 Lac ,₹5506 per sqft 
,2,,710 sqft,Furnished,2,₹44.2 Lac ,₹5275 per sqft 
,1,Godrej Hillside,,Semi-Furnished,1,₹49.5 Lac ,₹11905 per sqft 
,2,Abhimaan Homes,700 sqft,Unfurnished,2,₹37 Lac ,₹4625 per sqft 
,1,Bloom Residency,,Semi-Furnished,1,₹22.3 Lac ,₹4214 per sqft 
,2,,,Unfurnished,2,₹31.5 Lac ,₹4142 per sqft 
,2,Godrej Park Greens,567 sqft,Unfurnished,2,₹57.7 Lac ,₹10690 per sqft 
,2,Six Wishes,1159 sqft,Unfurnished,2,₹37.8 Lac ,
,3,Nyati Evita,,Unfurnished,2,₹1 Cr ,₹6897 per sqft 
,1,,473 sqft,Semi-Furnished,1,₹16.7 Lac ,₹3078 per sqft 
,2,VTP Blue Waters,600 sqft,Unfurnished,2,₹65.1 Lac ,₹8642 per sqft 
,3,Konark Indrayu Enclave I,1477 sqft,Semi-Furnished,3,₹1.01 Cr ,₹7261 per sqft 
,2,Blooming Dale,,Furnished,2,₹90 Lac ,₹8264 per sqft 
,1,,,Unfurnished,2,₹42 Lac ,₹7241 per sqft 
,2,Sankla Exclusive Vistas,570 sqft,Semi-Furnished,2,₹50 Lac ,₹5025 per sqft 
,3,Ishita Tower,1130 sqft,Semi-Furnished,2,₹92.1 Lac ,₹10421 per sqft 
,3,Majestique Rhythm County,993 sqft,Unfurnished,3,₹75 Lac ,
,2,NB Bhalchandra Akashvan,700 sqft,Unfurnished,2,₹60 Lac ,₹6349 per sqft 
,3,AnantSrishti,717 sqft,Semi-Furnished,2,₹21.4 Lac ,
,2,,794 sqft,Furnished,2,₹1 Cr ,₹9311 per sqft 
,1,Damodar Vihar,428 sqft,Semi-Furnished,1,₹27.8 Lac ,₹5777 per sqft 
,2,Sharvil,555 sqft,Unfurnished,2,₹50.6 Lac ,₹7534 per sqft 
,2,Sharvil,,Unfurnished,2,₹51.6 Lac ,₹7603 per sqft 
,2,Balaji Greens,,Furnished,2,₹46.5 Lac ,₹6667 per sqft 
,2,,776 sqft,Semi-Furnished,1,₹54 Lac ,₹6353 per sqft 
,3,,1200 sqft,Furnished,2,₹3.50 Cr ,₹21875 per sqft 
,2,1 Nere Residency,800 sqft,Semi-Furnished,2,₹53.4 Lac ,₹5160 per sqft 
,1,Alfa Homes Phase 2,,Semi-Furnished,1,₹31.9 Lac ,₹5645 per sqft 
,2,Kolte Patil Umang Premiere,692 sqft,Semi-Furnished,2,₹58 Lac ,₹6105 per sqft 
,3,Manjri Greens Phase 2,1204 sqft,Semi-Furnished,3,₹1.05 Cr ,₹6774 per sqft 
,1,Ganga Vatika,379 sqft,Unfurnished,1,₹23 Lac ,₹4267 per sqft 
,2,,800 sqft,Semi-Furnished,2,₹70 Lac ,
,1,Chrishh Vatika,543 sqft,Semi-Furnished,1,₹22.5 Lac ,₹4144 per sqft 
,2,CASA 7,950 sqft,Semi-Furnished,2,₹80 Lac ,₹11600 per sqft 
,1,Sayali Apartment,600 sqft,Unfurnished,1,₹60 Lac ,₹9202 per sqft 
,2,,,Unfurnished,2,₹34.4 Lac ,₹3887 per sqft 
,2,Xrbia Ambi,480 sqft,Unfurnished,2,₹23.3 Lac ,
,2,Arihant Residency,870 sqft,Unfurnished,2,₹88.4 Lac ,
,3,,,Unfurnished,3,₹87.3 Lac ,₹7159 per sqft 
,3,Kolte Patil Life Republic Arezo,1350 sqft,Unfurnished,3,₹1.13 Cr ,
,1,,480 sqft,Unfurnished,1,₹47 Lac ,
,2,Prathmesh Elite,765 sqft,Unfurnished,2,₹79 Lac ,
,2,Unity Splendour,,Unfurnished,2,₹58.2 Lac ,₹5927 per sqft 
,2,,500 sqft,Unfurnished,2,₹48 Lac ,₹6667 per sqft 
,1,,,Unfurnished,1,₹36 Lac ,₹6102 per sqft 
,1,,495 sqft,Furnished,1,₹55 Lac ,₹11111 per sqft 
,1,,400 sqft,Unfurnished,1,₹35 Lac ,₹5932 per sqft 
,1,,545 sqft,Unfurnished,1,₹16 Lac ,
,1,Ostia,,Unfurnished,1,₹32 Lac ,₹5237 per sqft 
,2,Nyati Equatorial,,Semi-Furnished,2,₹81.8 Lac ,₹8000 per sqft 
,1,,300 sqft,Unfurnished,2,₹15 Lac ,
,1,Namrata Eco City,,Unfurnished,1,₹24 Lac ,₹4486 per sqft 
,1,,,Unfurnished,1,₹20.2 Lac ,₹3143 per sqft 
,1,Mantra Moments,466 sqft,Unfurnished,1,₹30 Lac ,₹4505 per sqft 
,1,Pratibha Classics,394 sqft,Unfurnished,1,₹27 Lac ,
,3,Royal Crest,,Semi-Furnished,3,₹1.40 Cr ,₹9915 per sqft 
,1,Suyog Sadan,477 sqft,Semi-Furnished,2,₹50.5 Lac ,₹7842 per sqft 
,1,,269 sqft,Unfurnished,1,₹23 Lac ,
,1,,610 sqft,Unfurnished,1,₹40 Lac ,₹5634 per sqft 
,3,Manjri Greens Phase 2,1260 sqft,Furnished,3,₹1.01 Cr ,₹7097 per sqft 
,2,Joyville Hinjawadi,,Unfurnished,2,₹66 Lac ,₹6445 per sqft 
,1,Ambegaon Bk,397 sqft,Unfurnished,1,₹16.2 Lac ,
,2,Majestique Venice,,Semi-Furnished,2,₹74.4 Lac ,₹8919 per sqft 
,3,Majestique Memories 90 Phase II,1200 sqft,Furnished,2,₹76.5 Lac ,
,3,Godrej Park Greens,680 sqft,Unfurnished,2,₹80 Lac ,
,1,,700 sqft,Semi-Furnished,1,₹1.08 Cr ,₹13333 per sqft 
,2,Kundan Estates,776 sqft,Unfurnished,3,₹53.9 Lac ,₹6157 per sqft 
,1,Parijaat Residency,434 sqft,Unfurnished,1,₹24 Lac ,₹3871 per sqft 
,2,,827 sqft,Unfurnished,2,₹78 Lac ,₹7429 per sqft 
,1,,,Furnished,1,₹36.8 Lac ,₹7143 per sqft 
,1,Emerald Isle,,Furnished,1,₹42.3 Lac ,₹7627 per sqft 
,1,Mantra 7 Hills,,Unfurnished,1,₹30 Lac ,₹5000 per sqft 
,2,Vaastu Viva,,Semi-Furnished,2,₹96 Lac ,₹8362 per sqft 
,2,,,Unfurnished,2,₹49.5 Lac ,₹6707 per sqft 
,2,Samruddhi Varsha,,Unfurnished,2,₹75 Lac ,₹6818 per sqft 
,1,,501 sqft,Unfurnished,1,₹29.1 Lac ,₹5378 per sqft 
,2,Vedant Residency,816 sqft,Semi-Furnished,2,₹52.2 Lac ,₹6346 per sqft 
,2,,680 sqft,Unfurnished,2,₹29.4 Lac ,₹3951 per sqft 
,2,Bella Casa,730 sqft,Unfurnished,2,₹67 Lac ,₹6091 per sqft 
,1,Shraddha CHS,,Semi-Furnished,2,₹48 Lac ,₹7619 per sqft 
,1,Sai Glamour Residency,645 sqft,Unfurnished,1,₹41 Lac ,₹6977 per sqft 
,1,KUL Vtp Cygnus Nation R1 Tower 7,380 sqft,Unfurnished,1,₹40 Lac ,₹7407 per sqft 
,2,Sai Luxuria,741 sqft,Furnished,2,₹69 Lac ,
,3,Bhakti Vihar,1397 sqft,Unfurnished,,₹68.8 Lac ,
,1,Damodar Vihar,,Semi-Furnished,1,₹27.6 Lac ,₹6000 per sqft 
,3,,950 sqft,Unfurnished,2,₹40 Lac ,₹3643 per sqft 
,2,Rama Melange Residences,,Unfurnished,2,₹65.1 Lac ,₹9589 per sqft 
,2,Silver Palm Grove,,Furnished,2,₹75.2 Lac ,₹7080 per sqft 
,1,Dedge Corner,430 sqft,Unfurnished,1,₹29.1 Lac ,₹5246 per sqft 
,1,Narhe,450 sqft,Unfurnished,1,₹12.3 Lac ,₹2700 per sqft 
,2,Kailash Kutir,935 sqft,Unfurnished,2,₹1.12 Cr ,₹9826 per sqft 
,2,Viniyog Waterfront,750 sqft,Unfurnished,2,₹39.5 Lac ,₹4855 per sqft 
,2,RPS Township,,Unfurnished,2,₹27 Lac ,₹3529 per sqft 
,2,,550 sqft,Unfurnished,2,₹47 Lac ,₹6184 per sqft 
,1,,535 sqft,Unfurnished,1,₹25.9 Lac ,₹6875 per sqft 
,2,,,Unfurnished,2,₹78.2 Lac ,₹7083 per sqft 
,1,,545 sqft,Furnished,1,₹27.9 Lac ,₹4615 per sqft 
,2,,,Unfurnished,2,₹94 Lac ,₹10776 per sqft 
,2,,600 sqft,Unfurnished,2,₹34.2 Lac ,₹5382 per sqft 
,2,VTP Township Codename Pegasus,,Unfurnished,2,₹68 Lac ,₹8479 per sqft 
,1,Dreams Aakruti,,Unfurnished,1,₹30 Lac ,₹6237 per sqft 
,3,,1000 sqft,Furnished,3,₹1.01 Cr ,₹8800 per sqft 
,1,Eco Gram,500 sqft,Unfurnished,1,₹20.9 Lac ,₹3426 per sqft 
,1,Pratham,,Unfurnished,1,₹16.2 Lac ,₹3522 per sqft 
,1,Kundan Kushal Nagar,,Unfurnished,1,₹31.5 Lac ,₹7930 per sqft 
,2,SURBHI MANGALAM,670 sqft,Unfurnished,2,₹45.5 Lac ,₹5556 per sqft 
,2,Park Infinia,740 sqft,Semi-Furnished,2,₹52.8 Lac ,₹6170 per sqft 
,1,,500 sqft,Unfurnished,1,₹36 Lac ,₹6154 per sqft 
,2,Kundan Heritage,,Semi-Furnished,3,₹95 Lac ,₹9048 per sqft 
,2,Majestique Imperia,581 sqft,Unfurnished,2,₹40 Lac ,₹5070 per sqft 
,3,Eisha Empire,1145 sqft,Furnished,2,₹70.2 Lac ,₹6500 per sqft 
,4,One North,,Semi-Furnished,4,₹3.28 Cr ,₹10759 per sqft 
,1,Aditya Paradise,395 sqft,Unfurnished,1,₹37 Lac ,
,2,Nyati Enclave,,Unfurnished,2,₹58 Lac ,₹6029 per sqft 
,3,Green Woods Housing Society,,Furnished,3,₹1.10 Cr ,₹9167 per sqft 
,2,Vanalika,557 sqft,Unfurnished,2,₹39.5 Lac ,₹4753 per sqft 
,2,Eisha Empire,,Semi-Furnished,2,₹49.5 Lac ,₹5238 per sqft 
,2,,648 sqft,Semi-Furnished,1,₹50.6 Lac ,
,2,Godrej Parkridge,503 sqft,Unfurnished,2,₹65.8 Lac ,
,1,Narmada park,560 sqft,Semi-Furnished,1,₹14 Lac ,₹2373 per sqft 
,2,Swapnalok,610 sqft,Furnished,2,₹52 Lac ,₹6420 per sqft 
,3,Empire Square,,Furnished,3,₹1.60 Cr ,₹9768 per sqft 
,1,Vedant Residency,530 sqft,Semi-Furnished,2,₹36 Lac ,₹5714 per sqft 
,2,Arena 29,1100 sqft,Semi-Furnished,2,₹85 Lac ,
,2,Amanora Gold Towers,592 sqft,Unfurnished,2,₹1.01 Cr ,₹16369 per sqft 
,2,Star Altair,885 sqft,Semi-Furnished,2,₹65 Lac ,₹6989 per sqft 
,1,Tanish Orchid Phase II,495 sqft,Unfurnished,1,₹26.7 Lac ,₹5273 per sqft 
,2,Kesar Tree Town,615 sqft,Unfurnished,2,₹45 Lac ,
,2,Nanded City,,Unfurnished,2,₹67.5 Lac ,₹7741 per sqft 
,2,Elegant Residency,635 sqft,Semi-Furnished,2,₹67 Lac ,₹7746 per sqft 
,1,Address One,,Unfurnished,2,₹27.9 Lac ,₹7874 per sqft 
,1,Vishwakarma Nagar,,Unfurnished,1,₹40.5 Lac ,₹8911 per sqft 
,2,The Canary,830 sqft,Unfurnished,2,₹98 Lac ,
,2,,,Furnished,3,₹58 Lac ,₹7160 per sqft 
,2,Royal Orange County,,Furnished,2,₹95 Lac ,₹8929 per sqft 
,2,Vastushilp,,Unfurnished,2,₹1.10 Cr ,₹13580 per sqft 
,1,Polite Panorama,,Furnished,2,₹42 Lac ,₹6149 per sqft 
,1,Shree Hans Garden,,Unfurnished,1,₹40.5 Lac ,₹6522 per sqft 
,2,Metropark County,787 sqft,Unfurnished,2,₹77.4 Lac ,₹8095 per sqft 
,2,Metropark County,787 sqft,Unfurnished,2,₹79.9 Lac ,₹8095 per sqft 
,1,Spring Valley,490 sqft,Unfurnished,2,₹33 Lac ,₹4948 per sqft 
,3,Revell Orchid II,946 sqft,Semi-Furnished,2,₹79.1 Lac ,₹6800 per sqft 
,2,MSR Olive,969 sqft,Semi-Furnished,2,₹63.7 Lac ,₹6087 per sqft 
,1,,,Unfurnished,3,₹61.1 Lac ,₹13000 per sqft 
,2,Mantra 24 West,,,,₹41.4 Lac ,₹6250 per sqft 
,2,VTP Skylights Verve,,Unfurnished,2,₹77 Lac ,₹10419 per sqft 
,1,Indraprabha,640 sqft,Furnished,1,₹36 Lac ,₹6250 per sqft 
,2,Siddhivinayak Shrusti,725 sqft,Unfurnished,2,₹25.2 Lac ,
,2,Kohinoor Famville,,Unfurnished,2,₹70.5 Lac ,₹7016 per sqft 
,2,Park Astra,726 sqft,Unfurnished,2,₹79.1 Lac ,
,3,Xrbia Township,570 sqft,Unfurnished,3,₹26.7 Lac ,₹4203 per sqft 
,1,Sanjuda Complex,384 sqft,Unfurnished,1,₹15 Lac ,
,2,Itrend Futura,750 sqft,Unfurnished,2,₹72.8 Lac ,₹8421 per sqft 
,1,Palladium Plus,560 sqft,Semi-Furnished,1,₹47.7 Lac ,₹7067 per sqft 
,2,Riddhi Siddhi Heights,733 sqft,Semi-Furnished,2,₹72 Lac ,₹8081 per sqft 
,2,ALOHA,,Unfurnished,2,₹81 Lac ,₹8100 per sqft 
,2,Pride Purple Park Connect,,Unfurnished,2,₹89 Lac ,₹13777 per sqft 
,2,Mantra 24 West,907 sqft,Unfurnished,2,₹55 Lac ,₹5462 per sqft 
,1,Omkar Swaroop Complex,1000 sqft,Unfurnished,1,₹67.5 Lac ,
,1,Abhimaan Homes,,Unfurnished,1,₹25.2 Lac ,₹4982 per sqft 
,2,,,Unfurnished,2,₹37.2 Lac ,₹5000 per sqft 
,3,Godrej Park Greens,680 sqft,Unfurnished,2,₹69 Lac ,
,3,Mont Vert Belbrook,,,,₹1.12 Cr ,₹7207 per sqft 
,2,Pride Manhattan,,Semi-Furnished,2,₹67 Lac ,₹10084 per sqft 
,3,,1135 sqft,Unfurnished,3,₹1.45 Cr ,₹9319 per sqft 
,1,,,Unfurnished,2,₹33 Lac ,₹5893 per sqft 
,2,,960 sqft,Unfurnished,1,₹85 Lac ,₹7083 per sqft 
,1,Aaradhyam,500 sqft,Unfurnished,1,₹32.9 Lac ,₹6375 per sqft 
,4,Marvel Ganga Sangria D E Building,,Semi-Furnished,5,₹4.70 Cr ,₹8163 per sqft 
,2,Venkatesh Paradise,,Unfurnished,1,₹41.9 Lac ,₹7087 per sqft 
,1,Paranjape Blue Ridge 24 & 25,439 sqft,Unfurnished,1,₹51.3 Lac ,₹10816 per sqft 
,2,Crossover County,,Furnished,2,₹1.10 Cr ,₹9129 per sqft 
,2,Puranik Abitante,,Unfurnished,2,₹71.8 Lac ,₹10250 per sqft 
,2,Dwarka Sai Heritage,1150 sqft,Semi-Furnished,2,₹1.15 Cr ,₹9583 per sqft 
,1,Venkatesh Galaxy,490 sqft,Semi-Furnished,1,₹27 Lac ,₹5192 per sqft 
,2,Mangalwar Peth,,Furnished,2,₹56.4 Lac ,₹6231 per sqft 
,2,,,Unfurnished,2,₹42 Lac ,₹4641 per sqft 
,1,Pebbles,,Unfurnished,1,₹35.5 Lac ,₹5887 per sqft 
,,Sushobha,,Unfurnished,1,₹41.4 Lac ,₹14062 per sqft 
,2,West Coast Park,,Unfurnished,2,₹61.1 Lac ,₹7119 per sqft 
,2,Sumadhan Apartment,,Semi-Furnished,2,₹78.2 Lac ,₹10000 per sqft 
,3,,887 sqft,Unfurnished,2,₹1.60 Cr ,₹14167 per sqft 
,1,,,Semi-Furnished,1,₹30.6 Lac ,₹5667 per sqft 
,2,Central Park Residences,,Furnished,2,₹63 Lac ,₹8750 per sqft 
,2,Kiarah Terrazo,,Semi-Furnished,2,₹74 Lac ,₹7957 per sqft 
,2,,,,,₹2.20 Cr ,₹17600 per sqft 
Sahil Heights,2,Sahil Heights,,Unfurnished,2,₹86 Lac ,₹12428 per sqft 
,1,,554 sqft,Unfurnished,1,₹17.6 Lac ,
,2,Rich County,,Furnished,2,₹68.3 Lac ,₹10204 per sqft 
,2,ARV New Town,757 sqft,Semi-Furnished,2,₹44.1 Lac ,₹4455 per sqft 
,1,Aapla Ghar Chakan Talegaon,475 sqft,Unfurnished,1,₹26 Lac ,₹4228 per sqft 
,1,Shreeyash Vihar Apartment,555 sqft,Unfurnished,1,₹19.3 Lac ,
,2,Skyline at Wakad,,Unfurnished,2,₹85 Lac ,₹8095 per sqft 
,1,,385 sqft,Unfurnished,1,₹14.9 Lac ,
,3,Supreme Estia,1131 sqft,Unfurnished,3,₹1.81 Cr ,
,1,VJ IndiLife,280 sqft,Unfurnished,1,₹55 Lac ,₹15714 per sqft 
,2,Godrej Boulevard,,Unfurnished,2,₹80 Lac ,₹11577 per sqft 
,2,Casa Vibrante,,Semi-Furnished,2,₹57.9 Lac ,₹5212 per sqft 
,2,Paranjape Blue Ridge 24 & 25,933 sqft,Unfurnished,2,₹1.21 Cr ,
,2,Jade Residences 2,,Semi-Furnished,2,₹39.6 Lac ,₹5789 per sqft 
,2,Godrej Greens,590 sqft,Unfurnished,2,₹60 Lac ,
,1,,,Unfurnished,1,₹32.8 Lac ,₹6000 per sqft 
,2,Tain Square,,,,₹85 Lac ,
,2,Goodwill Breeza,679 sqft,Unfurnished,2,₹62 Lac ,₹6600 per sqft 
,2,Kolte-Patil Kolte Aleria,,Furnished,2,₹1.16 Cr ,₹9843 per sqft 
,1,Samarth Tower,566 sqft,Furnished,2,₹36.4 Lac ,₹5714 per sqft 
,3,VTP Beaumonde,1055 sqft,Unfurnished,2,₹1.06 Cr ,₹11090 per sqft 
,3,33 West Avenue,1438 sqft,Unfurnished,3,₹2.50 Cr ,
,1,,,Unfurnished,1,₹20 Lac ,₹4008 per sqft 
,2,Godrej 24,,Unfurnished,2,₹1.10 Cr ,₹12766 per sqft 
,1,,,Semi-Furnished,1,₹21.2 Lac ,₹4182 per sqft 
,2,,,Semi-Furnished,2,₹25.1 Lac ,₹3600 per sqft 
,2,,660 sqft,Unfurnished,2,₹70 Lac ,₹8046 per sqft 
,2,,,Furnished,2,₹68.3 Lac ,₹8152 per sqft 
,2,,700 sqft,Semi-Furnished,2,₹30 Lac ,₹3333 per sqft 
,1,Samrat Swastik,467 sqft,Furnished,1,₹50 Lac ,₹7508 per sqft 
,1,Blithe Icon,520 sqft,Furnished,2,₹39 Lac ,₹5603 per sqft 
,1,,,Unfurnished,1,₹43.7 Lac ,₹9400 per sqft 
,2,,,Semi-Furnished,2,₹90 Lac ,₹10369 per sqft 
,2,,,Unfurnished,1,₹65 Lac ,₹5417 per sqft 
,2,Casa Imperia,,Unfurnished,2,₹76.3 Lac ,₹8454 per sqft 
,2,,,Unfurnished,2,₹56.4 Lac ,₹5866 per sqft 
,2,,,Unfurnished,2,₹50.6 Lac ,₹6748 per sqft 
,2,,901 sqft,Semi-Furnished,2,₹80 Lac ,₹7512 per sqft 
,1,Shantiniketan Society,,Semi-Furnished,1,₹65 Lac ,₹9286 per sqft 
,,Blue Ridge,,Unfurnished,,₹43 Lac ,₹11026 per sqft 
,1,Ace Aastha,434 sqft,Unfurnished,1,₹31.5 Lac ,₹6604 per sqft 
,2,,725 sqft,Furnished,1,₹69 Lac ,
,2,,,Semi-Furnished,2,₹55 Lac ,₹5991 per sqft 
,1,,,Unfurnished,1,₹16.5 Lac ,₹4545 per sqft 
,2,,,Unfurnished,2,₹45.5 Lac ,₹5000 per sqft 
,2,,1085 sqft,Unfurnished,2,₹55.8 Lac ,₹5000 per sqft 
,2,,,Semi-Furnished,2,₹38.7 Lac ,₹5059 per sqft 
,,,,Unfurnished,1,₹16 Lac ,₹3556 per sqft 
,3,Pride World City Kingsbury,1005 sqft,Semi-Furnished,3,₹1.10 Cr ,₹7666 per sqft 
,1,,,Semi-Furnished,1,₹17 Lac ,₹3400 per sqft 
,1,,,Unfurnished,1,₹26.7 Lac ,₹4085 per sqft 
,1,Dreams Nivara,,Semi-Furnished,1,₹14 Lac ,₹5000 per sqft 
,1,,,Unfurnished,1,₹16 Lac ,₹2909 per sqft 
,2,,,Unfurnished,2,₹1.80 Cr ,₹10000 per sqft 
,,,,Unfurnished,1,₹14.5 Lac ,₹3372 per sqft 
,1,,580 sqft,Unfurnished,1,₹14.9 Lac ,₹2845 per sqft 
,1,,,Unfurnished,1,₹26 Lac ,₹4370 per sqft 
,1,Omkara Sanvy Empire,475 sqft,Unfurnished,1,₹24 Lac ,₹4000 per sqft 
,1,,,Unfurnished,1,₹30 Lac ,₹5357 per sqft 
,1,Sara Orchids,430 sqft,Unfurnished,1,₹18.6 Lac ,₹3571 per sqft 
,1,,,Unfurnished,1,₹27.5 Lac ,₹4783 per sqft 
,2,Sonigara Excluzee,,Semi-Furnished,2,₹73.7 Lac ,₹8526 per sqft 
,3,Sobha Garnet,,Furnished,3,₹1.18 Cr ,₹8091 per sqft 
,2,,663 sqft,Unfurnished,2,₹64.7 Lac ,₹7175 per sqft 
,1,,,Semi-Furnished,1,₹15.3 Lac ,₹3400 per sqft 
,3,Kumar Prerana,,Furnished,3,₹1.88 Cr ,₹11765 per sqft 
,1,Little Hearts,,Furnished,1,₹35 Lac ,₹6034 per sqft 
,2,Maxima Apartments,,Furnished,2,₹75 Lac ,₹7478 per sqft 
,3,Welworth Bluescapes,1008 sqft,Unfurnished,3,₹1.40 Cr ,₹9790 per sqft 
,1,,,Semi-Furnished,1,₹50 Lac ,₹7463 per sqft 
,1,Neeti Galaxy,,Semi-Furnished,1,₹33 Lac ,₹5323 per sqft 
,1,Address One,400 sqft,Semi-Furnished,2,₹31.9 Lac ,
,1,,,Unfurnished,1,₹25 Lac ,₹5051 per sqft 
,1,Puranik Abitante,,Semi-Furnished,1,₹55 Lac ,₹10280 per sqft 
,1,Mantra 24 West,393 sqft,Furnished,1,₹32 Lac ,₹5714 per sqft 
,2,Kanchan Vrundavan,,Unfurnished,2,₹27.6 Lac ,₹3871 per sqft 
,1,Amanora Neo Towers,,Semi-Furnished,1,₹85 Lac ,₹13178 per sqft 
,2,Yash Platinum,,Unfurnished,2,₹60 Lac ,₹6356 per sqft 
,2,Mantra 24 West,650 sqft,Unfurnished,2,₹46 Lac ,₹4646 per sqft 
,2,,,Furnished,2,₹63.7 Lac ,₹9790 per sqft 
,1,M Square Prathmesh Residency,,Unfurnished,1,₹16 Lac ,₹2899 per sqft 
,1,Nandini Atharva,,Unfurnished,1,₹30 Lac ,₹5455 per sqft 
,1,Siddhivinayak Dream Homes,,Unfurnished,1,₹23 Lac ,₹3833 per sqft 
,2,Kushal Swarnali,,Semi-Furnished,2,₹33 Lac ,₹3611 per sqft 
,2,Galaxy Vineet,,Unfurnished,2,₹70 Lac ,₹7609 per sqft 
,2,SKYi Star Town,,Unfurnished,2,₹47 Lac ,₹6351 per sqft 
,1,Bella Casa II,,Furnished,1,₹62 Lac ,₹12653 per sqft 
,1,Anandtara Haritara,,Unfurnished,1,₹31.6 Lac ,₹5667 per sqft 
,1,,600 sqft,Unfurnished,1,₹25 Lac ,₹3571 per sqft 
,2,K Raheja Viva,,Semi-Furnished,3,₹95 Lac ,₹8077 per sqft 
,2,,,,2,₹42 Lac ,₹4735 per sqft 
,2,Urban Homes,794 sqft,Semi-Furnished,2,₹54 Lac ,₹6452 per sqft 
,2,Konark Krish 2,,Semi-Furnished,2,₹1.10 Cr ,₹7885 per sqft 
,4,,2900 sqft,Unfurnished,4,₹3.15 Cr ,
,2,Shreeniwas Greenland County,,Furnished,2,₹50 Lac ,₹5931 per sqft 
,2,Nyati Eternity,850 sqft,Semi-Furnished,2,₹72 Lac ,₹7302 per sqft 
,1,Castle World,,Unfurnished,1,₹45 Lac ,₹7923 per sqft 
,3,,,Furnished,2,₹78.2 Lac ,₹6800 per sqft 
,1,,,,1,₹40 Lac ,₹10152 per sqft 
,1,Ashtavinayak Aarambh Apartment,447 sqft,Unfurnished,1,₹22.3 Lac ,₹4089 per sqft 
,3,Signature Ritz,919 sqft,Unfurnished,2,₹1.10 Cr ,₹8800 per sqft 
,1,Majestique Nest,422 sqft,Unfurnished,1,₹29.4 Lac ,₹6400 per sqft 
,2,Kalash,,Furnished,2,₹36 Lac ,₹5000 per sqft 
,3,,1126 sqft,Unfurnished,3,₹85.6 Lac ,₹6667 per sqft 
,2,Mount Castle,648 sqft,Semi-Furnished,2,₹43 Lac ,₹5059 per sqft 
,2,Shreepad Savitri Audumbar,734 sqft,Unfurnished,2,₹57.8 Lac ,₹5752 per sqft 
,2,Umang Homes & Primo Appartments,780 sqft,Unfurnished,2,₹50 Lac ,₹5000 per sqft 
,1,Ashirwad Terrace,650 sqft,Unfurnished,2,₹30 Lac ,₹4000 per sqft 
,1,Anandgram Talegaon Dhamdere,300 sqft,Unfurnished,1,₹8 Lac ,₹2667 per sqft 
,2,Hubtown Countrywoods,,Semi-Furnished,2,₹58 Lac ,₹6073 per sqft 
,1,GK Arise,,,,₹46.5 Lac ,₹10163 per sqft 
,3,VTP Earth One,1256 sqft,Unfurnished,3,₹1.70 Cr ,₹9043 per sqft 
,2,Address One,470 sqft,Unfurnished,2,₹43 Lac ,₹7338 per sqft 
,2,Madhuban Society,,Furnished,2,₹70.5 Lac ,₹7143 per sqft 
,2,,830 sqft,Unfurnished,1,₹29.1 Lac ,₹3556 per sqft 
,1,Saudagar Nagri CHS,570 sqft,Unfurnished,2,₹35 Lac ,₹5385 per sqft 
,2,Bhawani Housinng Society,,Furnished,2,₹70.5 Lac ,₹8465 per sqft 
,1,Goel Ganga Legend County,,Unfurnished,1,₹60 Lac ,₹8759 per sqft 
,5,Blue Skky Olive Phase II,740 sqft,Semi-Furnished,2,₹69.2 Lac ,₹9048 per sqft 
,1,Archana Kohinoor Glory,587 sqft,Unfurnished,1,₹44.2 Lac ,₹8177 per sqft 
,2,Venkatesh Swapna Nagari,900 sqft,Unfurnished,2,₹45 Lac ,₹4881 per sqft 
,2,Kohinoor Kaleido,,Semi-Furnished,2,₹73.6 Lac ,₹7729 per sqft 
,2,Anant Shrishti,670 sqft,Unfurnished,2,₹32.2 Lac ,₹4172 per sqft 
